comment,comment_clean,polarity,category
BBC contributing to the single biggest example of gaslighting in modern history,BBC contributing to the single biggest example of gaslighting in modern history,0.0642857142857143,positive
Their not our enemy their American powerful speech 👏👏,Their not our enemy their American powerful speech ,0.15,positive
"tell me lies, tell me sweet little lies ...",tell me lies tell me sweet little lies ,0.08124999999999999,positive
"Bless him, he's so sweet. Speech got me emotional and I'm all the way in the UK. Well done, America! <3",Bless him hes so sweet Speech got me emotional and Im all the way in the UK Well done America ,0.175,positive
Michael j Matt Video Watch,Michael j Matt Video Watch,0.0,negative
Angel - Trump  VS Lucifer - Obama,Angel  Trump  VS Lucifer  Obama,0.0,negative
🤣🤣🤣🤣🤣,,0.0,negative
BIDEN PRISON,BIDEN PRISON,0.0,negative
"""im Jills Husband"" get u a man who identifies as ur spouse first lolzzzzzzzzzzzz",im Jills Husband get u a man who identifies as ur spouse first lolzzzzzzzzzzzz,0.25,positive
BIDEN PRISON,BIDEN PRISON,0.0,negative
lmai,lmai,0.0,negative
Would you dare to rewatch this video to see the embarrassing and deceving comments you made after January 20?,Would you dare to rewatch this video to see the embarrassing and deceving comments you made after January ,0.0,negative
"He has a brain and dignity, I'm not used to it lol",He has a brain and dignity Im not used to it lol,0.8,positive
"""Don't keep the faith, spread it.""  What a wonderful expression from an equally wonderful man.",Dont keep the faith spread it  What a wonderful expression from an equally wonderful man,1.0,positive
Top 💋💋💋💋💋💋💋💋💋💋,Top ,0.5,positive
Absolutely good,Absolutely good,0.7,positive
He said hes Irish not American,He said hes Irish not American,0.0,negative
Can someone tell me how's the name from the song when he's coming to the stage?,Can someone tell me hows the name from the song when hes coming to the stage,0.0,negative
"1789: Fellow Citizens
2020: Folks!"," Fellow Citizens
 Folks",0.0,negative
Welcome to Nepal top of world mountain everst one country one plant climate change good day good work world anytime help nacosonepal . thanks,Welcome to Nepal top of world mountain everst one country one plant climate change good day good work world anytime help nacosonepal  thanks,0.5800000000000001,positive
"Such a energetic and powerful president again wow, what a speech ( love from whole world 💗)",Such a energetic and powerful president again wow what a speech  love from whole world ,0.26666666666666666,positive
in before i wake up and bidens win was a dream,in before i wake up and bidens win was a dream,0.8,positive
Just wait and see..,Just wait and see,0.0,negative
"Congratulations, the people of Germany are very happy about his victory 🇺🇸🇩🇪🔥",Congratulations the people of Germany are very happy about his victory ,1.0,positive
Wow nice 👍,Wow nice ,0.35,positive
🚗 = 🔊🔊🔊,  ,0.0,negative
Love you biden sir,Love you biden sir,0.5,positive
Its a good music to my ears 😊,Its a good music to my ears ,0.7,positive
"So lovely to hear him speak of his wife so beautifully, and what a great speech, thanking everyone and not making the speech about himself, 
This is a man who’s going to be great..","So lovely to hear him speak of his wife so beautifully and what a great speech thanking everyone and not making the speech about himself 
This is a man whos going to be great",0.7375,positive
Congratulations Joe Biden sir,Congratulations Joe Biden sir,0.0,negative
🇺🇸,,0.0,negative
you know what BBC stands for,you know what BBC stands for,0.0,negative
🤣🤣🤣🤣🤡non credo proprio,non credo proprio,0.0,negative
"Trump: ""If Biden wins, I'm leaving the States""

Biden: BI DEN 👋🏻","Trump If Biden wins Im leaving the States

Biden BI DEN ",0.3,positive
Barack 2.0 excellent speech,Barack  excellent speech,1.0,positive
banana state,banana state,0.0,negative
I had to click three videos to find one where comments are allowed. Thank you BBC.,I had to click three videos to find one where comments are allowed Thank you BBC,0.0,negative
Reminds me of christopher welkin from the batman returns movie. Wonder if he ends up like the character max shreck,Reminds me of christopher welkin from the batman returns movie Wonder if he ends up like the character max shreck,0.0,negative
"""America is officially out of rehab""

In the words of great Robbin Williams","America is officially out of rehab

In the words of great Robbin Williams",0.8,positive
"wow congrats, i didnt know dead people can vote.",wow congrats i didnt know dead people can vote,-0.05,negative
Biden might be suffering from Parkinsons disease .,Biden might be suffering from Parkinsons disease ,0.0,negative
Det här är inte schnappi?,Det här är inte schnappi,0.0,negative
Why is there so much honking????,Why is there so much honking,0.2,positive
"Welcome back America,  we were getting a little worried about you,  love from Australia",Welcome back America  we were getting a little worried about you  love from Australia,0.278125,positive
I thought you couldn't have more than 10 people,I thought you couldnt have more than  people,0.5,positive
😂😂😂😂😂 who is this??, who is this,0.0,negative
They will look great in  orange,They will look great in  orange,0.8,positive
To bad he won't even live through his 1st term.....,To bad he wont even live through his st term,-0.28181818181818175,negative
"Finally after 4 years, a President that talks like one.",Finally after  years a President that talks like one,0.0,negative
now america will be great again,now america will be great again,0.8,positive
God damn what a beta,God damn what a beta,0.0,negative
USA friendly match draw,USA friendly match draw,0.375,positive
"But my conclusion is:
Peace, prosperity & brotherhood. 
Support it or not.....","But my conclusion is
Peace prosperity  brotherhood 
Support it or not",0.0,negative
“Lead not by the example of our power but by the power of our example”. That’s a nice sentiment. I hope he holds to that.,Lead not by the example of our power but by the power of our example Thats a nice sentiment I hope he holds to that,0.6,positive
But the thing is there gonna do a recount so he may not actually win,But the thing is there gonna do a recount so he may not actually win,-0.4,negative
Hallofran,Hallofran,0.0,negative
And the eagle has finally landed home on U.S soil. BIDEN2020,And the eagle has finally landed home on US soil BIDEN,0.0,negative
Joe Biden é uma fraude. MORTOS NAO VOTAM. (Fim),Joe Biden é uma fraude MORTOS NAO VOTAM Fim,0.0,negative
16:02 Remember when Chandler on friends said there will never be a president named Joey 😂, Remember when Chandler on friends said there will never be a president named Joey ,0.0,negative
It is real Oooooo💚💚💚💚💚,It is real Oooooo,0.2,positive
what happen to the carona vaccine,what happen to the carona vaccine,0.0,negative
Always winners and winning,Always winners and winning,0.5,positive
"Great president in the house,I believe you can. God bless you",Great president in the houseI believe you can God bless you,0.8,positive
"His son, Beau, would be so proud

Edit: lol y’all are so hateful. Grow up.","His son Beau would be so proud

Edit lol yall are so hateful Grow up",0.8,positive
"Great president in the house,I believe you can. God bless you",Great president in the houseI believe you can God bless you,0.8,positive
Huhhh WTF!!!!!!,Huhhh WTF,-0.5,negative
Yes,Yes,0.0,negative
Ohh no,Ohh no,0.0,negative
😆😆😆,,0.0,negative
Day 1 off trying to get famus,Day  off trying to get famus,0.0,negative
Congrats to the new presidents ...god bless you,Congrats to the new presidents god bless you,0.13636363636363635,positive
He runs onto the stage like he is about to defeat a final boss.,He runs onto the stage like he is about to defeat a final boss,0.0,negative
"How is this even allowed when the election is NOT even certified?????  🤯 If this is how the future will be, I am literally scared for the next 4 years.",How is this even allowed when the election is NOT even certified   If this is how the future will be I am literally scared for the next  years,0.0,negative
i'm really happy for him thank god he should run as president untill he lives,im really happy for him thank god he should run as president untill he lives,0.8,positive
I hope we can also heal from the shit show that is Brazil now.,I hope we can also heal from the shit show that is Brazil now,-0.2,negative
Yes,Yes,0.0,negative
"I'm not even an American but the speech of elected President and vise- president moved me so much. I'm crying here.. I hope the president of America do all the things he mentioned in his speech, then it will be a different world,not only for Americans but for other countries as well.. begin and women and an Indian Kamala Haris made me so proud and inspired me a lot..",Im not even an American but the speech of elected President and vise president moved me so much Im crying here I hope the president of America do all the things he mentioned in his speech then it will be a different worldnot only for Americans but for other countries as well begin and women and an Indian Kamala Haris made me so proud and inspired me a lot,0.07916666666666668,positive
"""OH the wars we're gonna start 🙂🙂🙂""",OH the wars were gonna start ,0.0,negative
I'm atheist from morroco I love kamala harris and Joe biden,Im atheist from morroco I love kamala harris and Joe biden,0.5,positive
"For fans of scientific content, I am presenting this content on my channel",For fans of scientific content I am presenting this content on my channel,0.0,negative
Bi  den,Bi  den,0.0,negative
"""Don't keep the fate.. spread it""
Man that was a line","Dont keep the fate spread it
Man that was a line",0.0,negative
He acts like a Good Dictator not Bad,He acts like a Good Dictator not Bad,0.5249999999999999,positive
"Remember to cancel your tv license, BBC only exists because of a TAX!",Remember to cancel your tv license BBC only exists because of a TAX,0.0,negative
"This is such a feel good moment, after a shit year!",This is such a feel good moment after a shit year,0.16666666666666666,positive
I wrote 2 letters 2 Santa 🎅 and they are on Facebook.,I wrote  letters  Santa  and they are on Facebook,0.0,negative
Americas demise.,Americas demise,0.0,negative
"do they not realise those colours are not warm and friendly, and that kamala looks and sounds like the joker",do they not realise those colours are not warm and friendly and that kamala looks and sounds like the joker,0.037500000000000006,positive
"To the american friends, congratulations! This is a great moment for you and it sends a very positive message to the entire world! From Italy 🇺🇸🇮🇹🎆🎉🎊✨👍🥂",To the american friends congratulations This is a great moment for you and it sends a very positive message to the entire world From Italy ,0.27386363636363636,positive
Mr Biden is like the curry without any spice.,Mr Biden is like the curry without any spice,0.0,negative
"So lucky to click the Dumpsmajesty appreciation from Julian on the site, I got a new CC from him @dumpsmajesty on telegram, so happy.. Thank you sir...",So lucky to click the Dumpsmajesty appreciation from Julian on the site I got a new CC from him dumpsmajesty on telegram so happy Thank you sir,0.42323232323232324,positive
Mr Joe Biden should be guarded by Gerard Butler from now on!,Mr Joe Biden should be guarded by Gerard Butler from now on,0.4,positive
"Wow!! That hit me in my feelings😢 What an amazing first speech. I haven't watched a single debate or interviews through the whole election. Heard all the talk about how Biden can't finish a thought, or sentence. He's lost his mind, early onset of Alzheimer's. That made me want to love and be proud to be an American.. And I'm usually the first to dog the way this country and it's many wonderful different races has become.. This made me hopeful for our future as humans and to hold my head high and be proud to be a free American in this huge beautiful country of ours🤯💯✌️",Wow That hit me in my feelings What an amazing first speech I havent watched a single debate or interviews through the whole election Heard all the talk about how Biden cant finish a thought or sentence Hes lost his mind early onset of Alzheimers That made me want to love and be proud to be an American And Im usually the first to dog the way this country and its many wonderful different races has become This made me hopeful for our future as humans and to hold my head high and be proud to be a free American in this huge beautiful country of ours,0.3137414965986395,positive
"I'm so happy for all u americans ! 4 years was more than enough for this orange clown. 
For a good future. For a good global work. Greetz from Germany ! <3","Im so happy for all u americans   years was more than enough for this orange clown 
For a good future For a good global work Greetz from Germany  ",0.38571428571428573,positive
Love,Love,0.5,positive
Child r@pist successfully make @merica a chinese colony.,Child rpist successfully make merica a chinese colony,0.375,positive
Lots of blessings love ❤️❤️❤️ from India 🇮🇳😊🥰 may Allah bless you all,Lots of blessings love  from India  may Allah bless you all,0.5,positive
Hey Joe!! you need to bring the 170 year old civil war veterans who voted for you onto stage...,Hey Joe you need to bring the  year old civil war veterans who voted for you onto stage,0.1,positive
this is the first presidential speech we've seen in four years....,this is the first presidential speech weve seen in four years,0.25,positive
I love America,I love America,0.5,positive
Good think i’m not american,Good think im not american,0.35,positive
🙉🙉🙊🙊🙊,,0.0,negative
😂😂😂😂😂😂😂😂,,0.0,negative
"""You've always had my back, and I'll have yours."" I know it was aimed at the African American community (and rightly so), but we ALL felt that.",Youve always had my back and Ill have yours I know it was aimed at the African American community and rightly so but we ALL felt that,-0.04285714285714286,negative
"This makes me proud, even being Dutch. Thank you Joe.",This makes me proud even being Dutch Thank you Joe,0.8,positive
Don't worry he will be in a nursing home before spring,Dont worry he will be in a nursing home before spring,0.0,negative
জো বাইডেন জিন্দাবাদ আমাদের,জ বইডন জনদবদ আমদর,0.0,negative
my friend has always voted for Republicans but after he died he's voted for Democrats,my friend has always voted for Republicans but after he died hes voted for Democrats,0.0,negative
Die Bilderberger werden verschwinden und dem Nationalismus dadurch wieder Raum zur Entwicklung verschaffen.,Die Bilderberger werden verschwinden und dem Nationalismus dadurch wieder Raum zur Entwicklung verschaffen,0.0,negative
Numbskull,Numbskull,0.0,negative
I am curious to see how the Biden Putin gets the Chinese & the North Korean under control. There he must watch out for his faux pas in which he steps again and again. 😂🤣,I am curious to see how the Biden Putin gets the Chinese  the North Korean under control There he must watch out for his faux pas in which he steps again and again ,-0.05,negative
He is talking the talk but will he walk the walk..no he wont. He will line the pockets of his circle and sell out on the rest of us.,He is talking the talk but will he walk the walkno he wont He will line the pockets of his circle and sell out on the rest of us,0.0,negative
Almost10mil subscribers i now we can do it,Almostmil subscribers i now we can do it,0.0,negative
Is declared as us president?,Is declared as us president,0.0,negative
theirs,theirs,0.0,negative
"What a lucky country to get such amazing people in power. Even if you don't agree on all, they are still good people all the way.",What a lucky country to get such amazing people in power Even if you dont agree on all they are still good people all the way,0.4083333333333333,positive
Put Biden in Prison,Put Biden in Prison,0.0,negative
😂😂😂😂😂😂😂😂😂😂😂😂😂😂,,0.0,negative
Congratulation to all of you,Congratulation to all of you,0.0,negative
I’m a trump supporter and this speech was amazing. It feels like it’s been ages since I’ve heard a president speak. If he follows what he said he’s going to do he will make a good president.,Im a trump supporter and this speech was amazing It feels like its been ages since Ive heard a president speak If he follows what he said hes going to do he will make a good president,0.65,positive
Trump Spuck hat endlich sein ende gefunden :D,Trump Spuck hat endlich sein ende gefunden D,0.0,negative
666,,0.0,negative
It's a game and they all play it well and know how to fool the fools.,Its a game and they all play it well and know how to fool the fools,-0.4,negative
"""I see no red states or blue states, only united states"", this is how a president talks!",I see no red states or blue states only united states this is how a president talks,0.0,negative
It's so refreshing to finally have a leader that actually sounds and speaks like a leader.,Its so refreshing to finally have a leader that actually sounds and speaks like a leader,0.16666666666666666,positive
中国何时才能出个不念稿子的领导人啊？,中国何时才能出个不念稿子的领导人啊,0.0,negative
"Trump speech: “I know I’m better than you, another question pls”",Trump speech I know Im better than you another question pls,0.5,positive
"Congratulations Mr, Biden 👍👍🙏🙏",Congratulations Mr Biden ,0.0,negative
Media sorry no one was declared President 🤣🤣😌,Media sorry no one was declared President ,-0.5,negative
I'm proud to call him president,Im proud to call him president,0.8,positive
"Woy mpa konprann anyen 
Svp gen haitien la!?","Woy mpa konprann anyen 
Svp gen haitien la",0.0,negative
"What a Profound and Deep Diver, in his Presentation! He was not reading  a  script! The Gentleman is fully cognizant!",What a Profound and Deep Diver in his Presentation He was not reading  a  script The Gentleman is fully cognizant,0.041666666666666664,positive
0:13 Joe MAMA, Joe MAMA,0.0,negative
Biden and kamala welcome to Kenya,Biden and kamala welcome to Kenya,0.8,positive
"As Biden will probably say,his administration will be uge of tremendous preportions,it will be better than better,it will be of epic preportions.",As Biden will probably sayhis administration will be uge of tremendous preportionsit will be better than betterit will be of epic preportions,0.31111111111111106,positive
74 million people voted for him?? God help us, million people voted for him God help us,0.0,negative
His little run just saved 2020. 🤣,His little run just saved  ,-0.1875,negative
Hi is real amrican hero,Hi is real amrican hero,0.2,positive
"“We have assembled the most extensive and inclusive voter fraud organization in the history of American politics.”
-Joe Biden
Yes, Dementia Joe actually said this","We have assembled the most extensive and inclusive voter fraud organization in the history of American politics
Joe Biden
Yes Dementia Joe actually said this",0.125,positive
Congrats US for the new leader .,Congrats US for the new leader ,0.13636363636363635,positive
Biden is Horror,Biden is Horror,0.0,negative
Congratulations Sir from the UK 🇬🇧 I am so relieved and optimistic that your voices will now finally be heard. God Bless America 🇺🇸👏🎉🎉🎉🎉,Congratulations Sir from the UK  I am so relieved and optimistic that your voices will now finally be heard God Bless America ,0.0,negative
i am a Filipino teacher....but still AMERICA has a special place in my heart...i experienced living and teaching  there for five years...thats why i feel so happy for Americans...they have elected an honest and honorable president...GOD BLESS AMERIAS...GOD BLESS PRES. ELECT jOE bIDEN AND VICE PRES. KAMALA HARRIS!!!!,i am a Filipino teacherbut still AMERICA has a special place in my hearti experienced living and teaching  there for five yearsthats why i feel so happy for Americansthey have elected an honest and honorable presidentGOD BLESS AMERIASGOD BLESS PRES ELECT jOE bIDEN AND VICE PRES KAMALA HARRIS,0.6714285714285715,positive
"Well come over america joe Biden. 
Congratulations","Well come over america joe Biden 
Congratulations",0.0,negative
bbc,bbc,0.0,negative
Wow,Wow,0.1,positive
"Dont know but I know its damaged bad inside. Also, he should stop kicking dogs",Dont know but I know its damaged bad inside Also he should stop kicking dogs,-0.6999999999999998,negative
typical pol..,typical pol,-0.16666666666666666,negative
"Congratilation biden make america better again and happy country,make american happy,make corona vaccine and make the world and america better I am nepalese but I am blessing america from here,the person who loves america like here🔻🔻",Congratilation biden make america better again and happy countrymake american happymake corona vaccine and make the world and america better I am nepalese but I am blessing america from herethe person who loves america like here,0.45,positive
"I am not an American but I know this is JFK's line "" - who doesnt see the red states and blue states but the Unites states"" 
It is definitely refreshing to hear hope , faith and leadership after 4 toxic years of blame game and cheap language","I am not an American but I know this is JFKs line   who doesnt see the red states and blue states but the Unites states 
It is definitely refreshing to hear hope  faith and leadership after  toxic years of blame game and cheap language",0.08333333333333333,positive
"Dear president I only want to go your country if you really want to help me 
May be Thailand masat boder","Dear president I only want to go your country if you really want to help me 
May be Thailand masat boder",0.1,positive
This is America,This is America,0.0,negative
never get free lamb to the slaughter,never get free lamb to the slaughter,0.4,positive
Guess Covid doesn't exist at Biden events?,Guess Covid doesnt exist at Biden events,0.0,negative
his energy level is legit,his energy level is legit,0.0,negative
He’s not Presidential Elect yet tho,Hes not Presidential Elect yet tho,0.8,positive
officials already announced Biden win the president ???,officials already announced Biden win the president ,0.8,positive
Ha ha ha ha......,Ha ha ha ha,0.0,negative
the philipines is gonna be china so i am from philipines so i am gonna be sad,the philipines is gonna be china so i am from philipines so i am gonna be sad,-0.5,negative
Did you guys hear the music in the backround at the beginning? They played this song (Sky full of stars) because it was Beau Bidens favorite song...:(:,Did you guys hear the music in the backround at the beginning They played this song Sky full of stars because it was Beau Bidens favorite song,0.425,positive
Thats what a president sound like? Okay? Now lets see if he's really bout that,Thats what a president sound like Okay Now lets see if hes really bout that,0.3666666666666667,positive
"They want to kill the job industry for middle-class and poor by running our country broke due to their ideas of twisting what our country stands for, fair votes, transparency, the list just on and on.",They want to kill the job industry for middleclass and poor by running our country broke due to their ideas of twisting what our country stands for fair votes transparency the list just on and on,0.05833333333333331,positive
Presiden nya donald trump sekarang😆,Presiden nya donald trump sekarang,0.0,negative
Mr Biden is like the curry without any spice.,Mr Biden is like the curry without any spice,0.0,negative
This was a beautiful speech and it makes me so happy to see the hope he's giving people! - greetings from Germany,This was a beautiful speech and it makes me so happy to see the hope hes giving people  greetings from Germany,0.825,positive
Nice,Nice,0.6,positive
Big man he dont even talked about standing above trump,Big man he dont even talked about standing above trump,0.0,negative
জো বাইডেন শূবেচছা আমার জিবনে অনেক ধন্যবাদ আপনাকে,জ বইডন শবচছ আমর জবন অনক ধনযবদ আপনক,0.0,negative
Trump was the only one I had the stomac to talk to...,Trump was the only one I had the stomac to talk to,0.0,negative
CONGRATS!!!,CONGRATS,0.0,negative
Hop we will hav a good relationship with america and India congratulations Mr President,Hop we will hav a good relationship with america and India congratulations Mr President,0.7,positive
I'm just happy to hear complete sentences again,Im just happy to hear complete sentences again,0.45,positive
"I congratulate all Turks of the world on the victory🥳
KARABAGH IS AZERBAIJAN ❤🇦🇿🇹🇷❤","I congratulate all Turks of the world on the victory
KARABAGH IS AZERBAIJAN ",0.0,negative
"Drink and be merry because TOMMOROW
YOU ARE GOING TO
DIE","Drink and be merry because TOMMOROW
YOU ARE GOING TO
DIE",0.0,negative
"Joe Biden says
self cost + 15% = price
self cost + 1000% = you are rude","Joe Biden says
self cost    price
self cost    you are rude",-0.3,negative
Long line paragraphs lectures in second line.please seee down,Long line paragraphs lectures in second lineplease seee down,-0.06851851851851853,negative
He came out like he was from wwe💀😂😂,He came out like he was from wwe,0.0,negative
Is the bad Man,Is the bad Man,-0.6999999999999998,negative
"Congrajulations ! 

Love from Pakistan..","Congrajulations  

Love from Pakistan",0.5,positive
So next? Do something about Guantanamo bay?,So next Do something about Guantanamo bay,0.0,negative
What about all polemic frauds and counted votes of the deceased..? Oh why the media just ignore it?! What a shame.,What about all polemic frauds and counted votes of the deceased Oh why the media just ignore it What a shame,0.0,negative
His Speech is so Emotional and Mature.,His Speech is so Emotional and Mature,0.05,positive
Thailand election  not same America,Thailand election  not same America,0.0,negative
Look he is white too but see he is educated and wise love it,Look he is white too but see he is educated and wise love it,0.39999999999999997,positive
Mystery upset advise hope photography reform current excitement judge amendment.,Mystery upset advise hope photography reform current excitement judge amendment,0.0,negative
Banden,Banden,0.0,negative
He sounds like an actual professional. Lets gooo Biden. From Ireland.,He sounds like an actual professional Lets gooo Biden From Ireland,0.05,positive
He'd be the one to say yes to early Operation Cobalt,Hed be the one to say yes to early Operation Cobalt,0.1,positive
بایدن سیکتر قوجا اِشه,بایدن سیکتر قوجا اشه,0.0,negative
"So happy for America. 
From Sweden. Welcome back to democracy.","So happy for America 
From Sweden Welcome back to democracy",0.5333333333333333,positive
Free,Free,0.4,positive
He's got that lowkey grandpa cool on lock.,Hes got that lowkey grandpa cool on lock,0.35,positive
Wait and see what will happen in the future.,Wait and see what will happen in the future,0.0,negative
ايلامعرب مؤرخ الانسات,ايلامعرب مؤرخ الانسات,0.0,negative
How the hell can this video have so many likes,How the hell can this video have so many likes,0.5,positive
Nice,Nice,0.6,positive
"""We will not lead by an example of our power... but by the power of our example""",We will not lead by an example of our power but by the power of our example,0.0,negative
fac iu,fac iu,0.0,negative
This is fact not fiction,This is fact not fiction,0.0,negative
Folks the hackers of the machines have cheated I mean psst psst psspt wink wink nudge nudge.,Folks the hackers of the machines have cheated I mean psst psst psspt wink wink nudge nudge,-0.3125,negative
I am pakistan,I am pakistan,0.0,negative
Am I the only one crying today?👋🏾👋🏾👋🏾 God Bless our country!,Am I the only one crying today God Bless our country,-0.1,negative
"Los policias Estan matando a los que estan marchando!Quiero que todos sepan esto!
No hay que quedarse callados! 
Fuera los corruptos!!!! Ayuden a los peruanos! Difundan la noticia!
Anonymous ayuda!!!!!!","Los policias Estan matando a los que estan marchandoQuiero que todos sepan esto
No hay que quedarse callados 
Fuera los corruptos Ayuden a los peruanos Difundan la noticia
Anonymous ayuda",0.0,negative
Rigged to balls.,Rigged to balls,0.0,negative
he's not president yet lmfao,hes not president yet lmfao,0.0,negative
"Were just bi-den our time, until the Trump smackdown... Jo and Ho ..for gitmo..",Were just biden our time until the Trump smackdown Jo and Ho for gitmo,0.0,negative
"Trump: Make America Great Again
Biden-Harris: Make America United Again","Trump Make America Great Again
BidenHarris Make America United Again",0.8,positive
God Bless you Joe and God Bless our Country 🇺🇸♥️✨,God Bless you Joe and God Bless our Country ,0.0,negative
And just remember if you didn't vote for this guy you ain't Black.,And just remember if you didnt vote for this guy you aint Black,-0.16666666666666666,negative
I don't even know Trump was replaced though. Where on earth am i?,I dont even know Trump was replaced though Where on earth am i,0.0,negative
Congraratulations Sir🙏🙏🙏🙏🙏😘😘😘😘😘😘❤❤❤❤❤Love From India Kerala🙏🙏🙏🙏🙏🙏🙏,Congraratulations SirLove From India Kerala,0.0,negative
I’m from Germany but I’ve had tears in my eyes. This man deserves everything.,Im from Germany but Ive had tears in my eyes This man deserves everything,0.0,negative
"Mr. President, I was very happy for you when I heard that you won the elections. I am a Syrian refugee residing in Turkey. I hope to live in America and I wish you success.",Mr President I was very happy for you when I heard that you won the elections I am a Syrian refugee residing in Turkey I hope to live in America and I wish you success,0.47878787878787876,positive
Im so so happy that he wonn❤️,Im so so happy that he wonn,0.8,positive
I Love Joe Biden,I Love Joe Biden,0.5,positive
Walter CoinCoin. Eаrn in this Tе-lеg-ram chan-nel.,Walter CoinCoin Eаrn in this Tеlеgram channel,0.0,negative
"Oh my goodness 
This grandfather knows 100%  how to carry on an amazing speech","Oh my goodness 
This grandfather knows   how to carry on an amazing speech",0.6000000000000001,positive
Is he a president? Because he definitely sounds like one,Is he a president Because he definitely sounds like one,0.0,negative
the latest on the affidavits of voting fraud is across 10 states.....,the latest on the affidavits of voting fraud is across  states,0.5,positive
He’s not elected yet 🤣🤣,Hes not elected yet ,0.0,negative
"Message from Mr Peace .P Batshamiki in South Africa

My god bless you Mr President ...you sound good like Mr president Obama... ","Message from Mr Peace P Batshamiki in South Africa

My god bless you Mr President you sound good like Mr president Obama ",0.55,positive
"To: World
From: Guy in USA
Thank you for your Love and Friendship. World United ✌️❤️","To World
From Guy in USA
Thank you for your Love and Friendship World United ",0.5,positive
Joe is a healer 💙💙💙,Joe is a healer ,0.0,negative
"Me or Biden? If you mean me, you are VERY much mistaken",Me or Biden If you mean me you are VERY much mistaken,-0.026249999999999996,negative
Can he really speak behind that mask 😷😷😷😷😷😷😷😱😷😱😷😱😷😱😷😱😷😱,Can he really speak behind that mask ,-0.1,negative
49000 legitimate upvotes? don't think so., legitimate upvotes dont think so,0.0,negative
Looks like donald trump cant go back to the white house because itsForBiden,Looks like donald trump cant go back to the white house because itsForBiden,0.0,negative
Rothschild and Chabad Kill,Rothschild and Chabad Kill,0.0,negative
Pkmkb,Pkmkb,0.0,negative
Wow Biden🤗 🇰🇭😍,Wow Biden ,0.1,positive
BS,BS,0.0,negative
Love how he ran to the stage.,Love how he ran to the stage,0.5,positive
"And recount started in Georgia 
Trump wins Alaska 
Counting is balance 
This could be the best comedy video for next 4years 😂","And recount started in Georgia 
Trump wins Alaska 
Counting is balance 
This could be the best comedy video for next years ",0.43333333333333335,positive
Oops I did a mistake,Oops I did a mistake,0.0,negative
"Hundreds of people have come forward about voter fraud. How could you possibly ,with such confidence, say there's no evidence of voter irregularities? Truth ALWAYS comes out in the end.",Hundreds of people have come forward about voter fraud How could you possibly with such confidence say theres no evidence of voter irregularities Truth ALWAYS comes out in the end,0.0,negative
SEE WHAT'S IN MY PROFILE,SEE WHATS IN MY PROFILE,0.0,negative
We're proud of you! Congratulations from Europe💙💙,Were proud of you Congratulations from Europe,0.8,positive
I am only watching this to see who he is...,I am only watching this to see who he is,0.0,negative
Real clown,Real clown,0.2,positive
The content of this video is disputed and contains non factual and or made up information.,The content of this video is disputed and contains non factual and or made up information,0.0,negative
XX,XX,0.0,negative
"The past 4 years felt like a traumatic nightmare that will haunt me for a while, but will soon recover. I'm not even American.",The past  years felt like a traumatic nightmare that will haunt me for a while but will soon recover Im not even American,-0.125,negative
Sorry,Sorry,-0.5,negative
"Do you need a loan for your Christmas activities or for your business enterprises?

Kindly leave me a message for more information","Do you need a loan for your Christmas activities or for your business enterprises

Kindly leave me a message for more information",0.55,positive
"Biden,Clinton,Gates,Obama=Guantanamo NOW!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",BidenClintonGatesObamaGuantanamo NOW,0.0,negative
He is really a good president good Luck for you,He is really a good president good Luck for you,0.7,positive
What happened to covid? Oh right its a tool used to push mail in fraudulent ballots,What happened to covid Oh right its a tool used to push mail in fraudulent ballots,0.2857142857142857,positive
Wow great work man great work im a canadian but have alot of family in the states i bet there cheering like i am a president  thats there for the people trying  to make this world  beter  not a war zone onces again great work biden,Wow great work man great work im a canadian but have alot of family in the states i bet there cheering like i am a president  thats there for the people trying  to make this world  beter  not a war zone onces again great work biden,0.625,positive
"Will she be president if something was to happen to him ? If so ,should we be worried?",Will she be president if something was to happen to him  If so should we be worried,0.0,negative
"This could be the best news story of 2020, and that speaks volumes.",This could be the best news story of  and that speaks volumes,1.0,positive
I m very happy DADY bidden new President use,I m very happy DADY bidden new President use,0.5681818181818181,positive
The AP has declared JoPedo as the president-derelict,The AP has declared JoPedo as the presidentderelict,0.0,negative
"Kurds and Americans are brothers, long live America ❤🇺🇸✌",Kurds and Americans are brothers long live America ,0.043181818181818175,positive
လီႁၵ်ႉလႆႈၸႂ်ႄတႉၶႃႈမႂ်သုင်ၶႃႈ,လႁၵလၸတၶမသငၶ,0.0,negative
This is what it feels like to have hope again.,This is what it feels like to have hope again,0.0,negative
The Downfall of our Nation continues. We have just witnessed people clapping at the burning of Our Nation. He's won....GOODLUCK EVERYONE. Let's hope we get through these next 4 years..,The Downfall of our Nation continues We have just witnessed people clapping at the burning of Our Nation Hes wonGOODLUCK EVERYONE Lets hope we get through these next  years,0.0,negative
"Biden still isn't the president, it's that media is shouting it out and all but nothing of this is official.",Biden still isnt the president its that media is shouting it out and all but nothing of this is official,0.0,negative
I am form India i wish to our new president,I am form India i wish to our new president,0.13636363636363635,positive
"One of the first things he does is to alienate Russia, which will drive Russia further into  China's arms, overturning the balance of power, putting America into greater danger than ever before..",One of the first things he does is to alienate Russia which will drive Russia further into  Chinas arms overturning the balance of power putting America into greater danger than ever before,0.25,positive
